T_number	org_code	name	lineage	taxaid	gb_ncbi_seq_id	rs_ncbi_seq_ids
T05762	salp	Salvelinus sp. IW2-2015 (Arctic char)	Eukaryotes;Animals;Vertebrates;Fishes	2691554	[]	[]
T07522	snh	Salvelinus namaycush (lake trout)	Eukaryotes;Animals;Vertebrates;Fishes	8040	[]	[]
T04894	els	Esox lucius (northern pike)	Eukaryotes;Animals;Vertebrates;Fishes	8010	[]	[]
T04919	sfm	Scleropages formosus (Asian bonytongue)	Eukaryotes;Animals;Vertebrates;Fishes	113540	[]	[]
T05788	pki	Paramormyrops kingsleyae	Eukaryotes;Animals;Vertebrates;Fishes	1676925	[]	[]
T07545	aang	Anguilla anguilla (European eel)	Eukaryotes;Animals;Vertebrates;Fishes	7936	[]	[]
T07349	loc	Lepisosteus oculatus (spotted gar)	Eukaryotes;Animals;Vertebrates;Fishes	7918	[]	[]
T07273	pspa	Polyodon spathula (Mississippi paddlefish)	Eukaryotes;Animals;Vertebrates;Fishes	7913	[]	[]
T07327	arut	Acipenser ruthenus (sterlet)	Eukaryotes;Animals;Vertebrates;Fishes	7906	[]	[]
T02913	lcm	Latimeria chalumnae (coelacanth)	Eukaryotes;Animals;Vertebrates;Fishes	7897	[]	[]
T03088	cmk	Callorhinchus milii (elephant shark)	Eukaryotes;Animals;Vertebrates;Cartilaginous fishes	7868	[]	[]
T06055	rtp	Rhincodon typus (whale shark)	Eukaryotes;Animals;Vertebrates;Cartilaginous fishes	259920	[]	[]
T01074	bfo	Branchiostoma floridae (Florida lancelet)	Eukaryotes;Animals;Lancelets	7739	[]	[]
T07532	bbel	Branchiostoma belcheri (Belcher's lancelet)	Eukaryotes;Animals;Lancelets	7741	[]	[]
T01056	cin	Ciona intestinalis (sea squirt)	Eukaryotes;Animals;Ascidians	7719	[]	[]
T07291	sclv	Styela clava	Eukaryotes;Animals;Ascidians	7725	[]	[]
T01019	spu	Strongylocentrotus purpuratus (purple sea urchin)	Eukaryotes;Animals;Echinoderms	7668	[]	[]
T05078	aplc	Acanthaster planci (crown-of-thorns starfish)	Eukaryotes;Animals;Echinoderms	133434	[]	[]
T04123	sko	Saccoglossus kowalevskii (acorn worm)	Eukaryotes;Animals;Hemichordates	10224	[]	[]
T00030	dme	Drosophila melanogaster (fruit fly)	Eukaryotes;Animals;Arthropods;Insects	7227	[]	[]
T01060	der	Drosophila erecta	Eukaryotes;Animals;Arthropods;Insects	7220	[]	[]
T01064	dse	Drosophila sechellia	Eukaryotes;Animals;Arthropods;Insects	7238	[]	[]
T01065	dsi	Drosophila simulans	Eukaryotes;Animals;Arthropods;Insects	7240	[]	[]
T01068	dya	Drosophila yakuba	Eukaryotes;Animals;Arthropods;Insects	7245	[]	[]
T01059	dan	Drosophila ananassae	Eukaryotes;Animals;Arthropods;Insects	7217	[]	[]
T06108	dsr	Drosophila serrata	Eukaryotes;Animals;Arthropods;Insects	7274	[]	[]
T01032	dpo	Drosophila pseudoobscura pseudoobscura	Eukaryotes;Animals;Arthropods;Insects	46245	[]	[]
T01063	dpe	Drosophila persimilis	Eukaryotes;Animals;Arthropods;Insects	7234	[]	[]
T06132	dmn	Drosophila miranda	Eukaryotes;Animals;Arthropods;Insects	7229	[]	[]
T01067	dwi	Drosophila willistoni	Eukaryotes;Animals;Arthropods;Insects	7260	[]	[]
T01061	dgr	Drosophila grimshawi	Eukaryotes;Animals;Arthropods;Insects	7222	[]	[]
T01062	dmo	Drosophila mojavensis	Eukaryotes;Animals;Arthropods;Insects	7230	[]	[]
T05886	daz	Drosophila arizonae	Eukaryotes;Animals;Arthropods;Insects	7263	[]	[]
T05898	dnv	Drosophila navojoa	Eukaryotes;Animals;Arthropods;Insects	7232	[]	[]
T05888	dhe	Drosophila hydei	Eukaryotes;Animals;Arthropods;Insects	7224	[]	[]
T01066	dvi	Drosophila virilis	Eukaryotes;Animals;Arthropods;Insects	7244	[]	[]
T07533	ccat	Ceratitis capitata (Mediterranean fruit fly)	Eukaryotes;Animals;Arthropods;Insects	7213	[]	[]
T07646	bod	Bactrocera oleae (olive fruit fly)	Eukaryotes;Animals;Arthropods;Insects	104688	[]	[]
T03448	mde	Musca domestica (house fly)	Eukaryotes;Animals;Arthropods;Insects	7370	[]	[]
T07664	scac	Stomoxys calcitrans (stable fly)	Eukaryotes;Animals;Arthropods;Insects	35570	[]	[]
T06013	lcq	Lucilia cuprina (Australian sheep blowfly)	Eukaryotes;Animals;Arthropods;Insects	7375	[]	[]
T01036	aga	Anopheles gambiae (mosquito)	Eukaryotes;Animals;Arthropods;Insects	180454	[]	[]
T07312	acoz	Anopheles coluzzii	Eukaryotes;Animals;Arthropods;Insects	1518534	[]	[]
T07381	aara	Anopheles arabiensis	Eukaryotes;Animals;Arthropods;Insects	7173	[]	[]
T01053	aag	Aedes aegypti (yellow fever mosquito)	Eukaryotes;Animals;Arthropods;Insects	7159	[]	[]
T06060	aalb	Aedes albopictus (Asian tiger mosquito)	Eukaryotes;Animals;Arthropods;Insects	7160	[]	[]
T01079	cqu	Culex quinquefasciatus (southern house mosquito)	Eukaryotes;Animals;Arthropods;Insects	7176	[]	[]
T07310	cpii	Culex pipiens pallens	Eukaryotes;Animals;Arthropods;Insects	42434	[]	[]
T08003	cns	Contarinia nasturtii (swede midge)	Eukaryotes;Animals;Arthropods;Insects	265458	[]	[]
T01057	ame	Apis mellifera (honey bee)	Eukaryotes;Animals;Arthropods;Insects	7460	[]	[]
T07475	acer	Apis cerana (Asiatic honeybee)	Eukaryotes;Animals;Arthropods;Insects	7461	[]	[]
T07817	alab	Apis laboriosa (Himalayan honeybee)	Eukaryotes;Animals;Arthropods;Insects	183418	[]	[]
T04362	bim	Bombus impatiens (common eastern bumble bee)	Eukaryotes;Animals;Arthropods;Insects	132113	[]	[]
T07537	bbif	Bombus bifarius	Eukaryotes;Animals;Arthropods;Insects	103933	[]	[]
T07592	bvk	Bombus vosnesenskii	Eukaryotes;Animals;Arthropods;Insects	207650	[]	[]
T07628	bvan	Bombus vancouverensis nearcticus	Eukaryotes;Animals;Arthropods;Insects	2705178	[]	[]
T04364	bter	Bombus terrestris (buff-tailed bumblebee)	Eukaryotes;Animals;Arthropods;Insects	30195	[]	[]
T07776	bpyo	Bombus pyrosoma	Eukaryotes;Animals;Arthropods;Insects	396416	[]	[]
T06061	ccal	Ceratina calcarata (carpenter bee)	Eukaryotes;Animals;Arthropods;Insects	156304	[]	[]
T06109	obb	Osmia bicornis bicornis	Eukaryotes;Animals;Arthropods;Insects	1437191	[]	[]
T07400	mgen	Megalopta genalis	Eukaryotes;Animals;Arthropods;Insects	115081	[]	[]
T07404	nmea	Nomia melanderi (Alkali bee)	Eukaryotes;Animals;Arthropods;Insects	2448451	[]	[]
T07492	cgig	Colletes gigas	Eukaryotes;Animals;Arthropods;Insects	935657	[]	[]
T03916	soc	Solenopsis invicta (red fire ant)	Eukaryotes;Animals;Arthropods;Insects	13686	[]	[]
T05760	mpha	Monomorium pharaonis (pharaoh ant)	Eukaryotes;Animals;Arthropods;Insects	307658	[]	[]
T03917	aec	Acromyrmex echinatior (Panamanian leafcutter ant)	Eukaryotes;Animals;Arthropods;Insects	103372	[]	[]
T04923	acep	Atta cephalotes (leaf cutting ant)	Eukaryotes;Animals;Arthropods;Insects	12957	[]	[]
T04903	pbar	Pogonomyrmex barbatus (red harvester ant)	Eukaryotes;Animals;Arthropods;Insects	144034	[]	[]
T06016	vem	Vollenhovia emeryi	Eukaryotes;Animals;Arthropods;Insects	411798	[]	[]
T03918	hst	Harpegnathos saltator (Jerdon's jumping ant)	Eukaryotes;Animals;Arthropods;Insects	610380	[]	[]
T05610	dqu	Dinoponera quadriceps	Eukaryotes;Animals;Arthropods;Insects	609295	[]	[]
T03919	cfo	Camponotus floridanus (Florida carpenter ant)	Eukaryotes;Animals;Arthropods;Insects	104421	[]	[]
T07422	fex	Formica exsecta	Eukaryotes;Animals;Arthropods;Insects	72781	[]	[]
T04898	lhu	Linepithema humile (Argentine ant)	Eukaryotes;Animals;Arthropods;Insects	83485	[]	[]
T05003	pgc	Pseudomyrmex gracilis	Eukaryotes;Animals;Arthropods;Insects	219809	[]	[]
T05778	obo	Ooceraea biroi (clonal raider ant)	Eukaryotes;Animals;Arthropods;Insects	2015173	[]	[]
T05611	pcf	Polistes canadensis	Eukaryotes;Animals;Arthropods;Insects	91411	[]	[]
T07683	pfuc	Polistes fuscatus (common paper wasp)	Eukaryotes;Animals;Arthropods;Insects	30207	[]	[]
T07720	vps	Vespula pensylvanica (western yellowjacket)	Eukaryotes;Animals;Arthropods;Insects	30213	[]	[]
T01081	nvi	Nasonia vitripennis (jewel wasp)	Eukaryotes;Animals;Arthropods;Insects	7425	[]	[]
T06056	csol	Ceratosolen solmsi marchali	Eukaryotes;Animals;Arthropods;Insects	326594	[]	[]
T07644	tpre	Trichogramma pretiosum	Eukaryotes;Animals;Arthropods;Insects	7493	[]	[]
T05600	mdl	Microplitis demolitor	Eukaryotes;Animals;Arthropods;Insects	69319	[]	[]
T07738	cglo	Cotesia glomerata	Eukaryotes;Animals;Arthropods;Insects	32391	[]	[]
T07645	fas	Fopius arisanus	Eukaryotes;Animals;Arthropods;Insects	64838	[]	[]
T07663	dam	Diachasma alloeum	Eukaryotes;Animals;Arthropods;Insects	454923	[]	[]
T07796	agif	Aphidius gifuensis	Eukaryotes;Animals;Arthropods;Insects	684658	[]	[]
T07523	ccin	Cephus cinctus (wheat stem sawfly)	Eukaryotes;Animals;Arthropods;Insects	211228	[]	[]
T01046	tca	Tribolium castaneum (red flour beetle)	Eukaryotes;Animals;Arthropods;Insects	7070	[]	[]
T04899	dpa	Dendroctonus ponderosae (mountain pine beetle)	Eukaryotes;Animals;Arthropods;Insects	77166	[]	[]
T07985	soy	Sitophilus oryzae (rice weevil)	Eukaryotes;Animals;Arthropods;Insects	7048	[]	[]
T06105	atd	Aethina tumida (small hive beetle)	Eukaryotes;Animals;Arthropods;Insects	116153	[]	[]
T07873	cset	Coccinella septempunctata (seven-spotted ladybird)	Eukaryotes;Animals;Arthropods;Insects	41139	[]	[]
T07402	agb	Anoplophora glabripennis (Asian longhorned beetle)	Eukaryotes;Animals;Arthropods;Insects	217634	[]	[]
T07512	ldc	Leptinotarsa decemlineata (Colorado potato beetle)	Eukaryotes;Animals;Arthropods;Insects	7539	[]	[]
T04922	nvl	Nicrophorus vespilloides	Eukaryotes;Animals;Arthropods;Insects	110193	[]	[]
T07419	apln	Agrilus planipennis (emerald ash borer)	Eukaryotes;Animals;Arthropods;Insects	224129	[]	[]
T07438	ppyr	Photinus pyralis (common eastern firefly)	Eukaryotes;Animals;Arthropods;Insects	7054	[]	[]
T07420	otu	Onthophagus taurus	Eukaryotes;Animals;Arthropods;Insects	166361	[]	[]
T02817	bmor	Bombyx mori (domestic silkworm)	Eukaryotes;Animals;Arthropods;Insects	7091	[]	[]
T05882	bman	Bombyx mandarina (wild silkworm)	Eukaryotes;Animals;Arthropods;Insects	7092	[]	[]
T07401	msex	Manduca sexta (tobacco hornworm)	Eukaryotes;Animals;Arthropods;Insects	7130	[]	[]
T04344	dpl	Danaus plexippus (monarch butterfly)	Eukaryotes;Animals;Arthropods;Insects	278856	[]	[]
T07476	bany	Bicyclus anynana (squinting bush brown)	Eukaryotes;Animals;Arthropods;Insects	110368	[]	[]
T05138	pmac	Papilio machaon (common yellow swallowtail)	Eukaryotes;Animals;Arthropods;Insects	76193	[]	[]
T07437	ppot	Papilio polytes (common Mormon)	Eukaryotes;Animals;Arthropods;Insects	76194	[]	[]
T07456	pxu	Papilio xuthus (Asian swallowtail)	Eukaryotes;Animals;Arthropods;Insects	66420	[]	[]
T05162	prap	Pieris rapae (cabbage white)	Eukaryotes;Animals;Arthropods;Insects	64459	[]	[]
T07293	zce	Zerene cesonia (dogface butterfly)	Eukaryotes;Animals;Arthropods;Insects	33412	[]	[]
T05609	haw	Helicoverpa armigera (cotton bollworm)	Eukaryotes;Animals;Arthropods;Insects	29058	[]	[]
T05757	tnl	Trichoplusia ni (cabbage looper)	Eukaryotes;Animals;Arthropods;Insects	7111	[]	[]
T07986	ofu	Ostrinia furnacalis (Asian corn borer)	Eukaryotes;Animals;Arthropods;Insects	93504	[]	[]
T03915	pxy	Plutella xylostella (diamondback moth)	Eukaryotes;Animals;Arthropods;Insects	51655	[]	[]
T01076	api	Acyrthosiphon pisum (pea aphid)	Eukaryotes;Animals;Arthropods;Insects	7029	[]	[]
T04900	dnx	Diuraphis noxia (Russian wheat aphid)	Eukaryotes;Animals;Arthropods;Insects	143948	[]	[]
T05869	ags	Aphis gossypii (cotton aphid)	Eukaryotes;Animals;Arthropods;Insects	80765	[]	[]
T06065	rmd	Rhopalosiphum maidis (corn leaf aphid)	Eukaryotes;Animals;Arthropods;Insects	43146	[]	[]
T06019	btab	Bemisia tabaci (sweet potato whitefly)	Eukaryotes;Animals;Arthropods;Insects	7038	[]	[]
T07332	dci	Diaphorina citri (Asian citrus psyllid)	Eukaryotes;Animals;Arthropods;Insects	121845	[]	[]
T05603	clec	Cimex lectularius (bed bug)	Eukaryotes;Animals;Arthropods;Insects	79782	[]	[]
T07536	hhal	Halyomorpha halys (brown marmorated stink bug)	Eukaryotes;Animals;Arthropods;Insects	286706	[]	[]
T07276	nlu	Nilaparvata lugens (brown planthopper)	Eukaryotes;Animals;Arthropods;Insects	108931	[]	[]
T01223	phu	Pediculus humanus corporis (human body louse)	Eukaryotes;Animals;Arthropods;Insects	121224	[]	[]
T07591	foc	Frankliniella occidentalis (western flower thrips)	Eukaryotes;Animals;Arthropods;Insects	133901	[]	[]
T05136	zne	Zootermopsis nevadensis	Eukaryotes;Animals;Arthropods;Insects	136037	[]	[]
T07421	csec	Cryptotermes secundus	Eukaryotes;Animals;Arthropods;Insects	105785	[]	[]
T05043	fcd	Folsomia candida	Eukaryotes;Animals;Arthropods;Insects	158441	[]	[]
T04347	dpx	Daphnia pulex (common water flea)	Eukaryotes;Animals;Arthropods;Crustaceans	6669	[]	[]
T07514	dmk	Daphnia magna	Eukaryotes;Animals;Arthropods;Crustaceans	35525	[]	[]
T06111	pvm	Penaeus vannamei (Pacific white shrimp)	Eukaryotes;Animals;Arthropods;Crustaceans	6689	[]	[]
T07703	pja	Penaeus japonicus	Eukaryotes;Animals;Arthropods;Crustaceans	27405	[]	[]
T07477	hame	Homarus americanus (American lobster)	Eukaryotes;Animals;Arthropods;Crustaceans	6706	[]	[]
T07930	pcla	Procambarus clarkii (red swamp crayfish)	Eukaryotes;Animals;Arthropods;Crustaceans	6728	[]	[]
T07853	ptru	Portunus trituberculatus (swimming crab)	Eukaryotes;Animals;Arthropods;Crustaceans	210409	[]	[]
T07535	hazt	Hyalella azteca	Eukaryotes;Animals;Arthropods;Crustaceans	294128	[]	[]
T07296	eaf	Eurytemora affinis	Eukaryotes;Animals;Arthropods;Crustaceans	88015	[]	[]
T01131	isc	Ixodes scapularis (black-legged tick)	Eukaryotes;Animals;Arthropods;Chelicerates	6945	[]	[]
T07348	dsv	Dermacentor silvarum	Eukaryotes;Animals;Arthropods;Chelicerates	543639	[]	[]
T07382	rsan	Rhipicephalus sanguineus (brown dog tick)	Eukaryotes;Animals;Arthropods;Chelicerates	34632	[]	[]
T07403	rmp	Rhipicephalus microplus (southern cattle tick)	Eukaryotes;Animals;Arthropods;Chelicerates	6941	[]	[]
T07383	vde	Varroa destructor (honeybee mite)	Eukaryotes;Animals;Arthropods;Chelicerates	109461	[]	[]
T07417	vja	Varroa jacobsoni	Eukaryotes;Animals;Arthropods;Chelicerates	62625	[]	[]
T04901	tut	Tetranychus urticae (two-spotted spider mite)	Eukaryotes;Animals;Arthropods;Chelicerates	32264	[]	[]
T05775	dpte	Dermatophagoides pteronyssinus (European house dust mite)	Eukaryotes;Animals;Arthropods;Chelicerates	6956	[]	[]
T06064	cscu	Centruroides sculpturatus (bark scorpion)	Eukaryotes;Animals;Arthropods;Chelicerates	218467	[]	[]
T06106	ptep	Parasteatoda tepidariorum (common house spider)	Eukaryotes;Animals;Arthropods;Chelicerates	114398	[]	[]
T07385	sdm	Stegodyphus dumicola	Eukaryotes;Animals;Arthropods;Chelicerates	202533	[]	[]
T00019	cel	Caenorhabditis elegans (nematode)	Eukaryotes;Animals;Nematodes	6239	['BX284601', 'BX284602', 'BX284603', 'BX284604', 'BX284605', 'BX284606', 'X54252']	['NC_003279', 'NC_003280', 'NC_003281', 'NC_003282', 'NC_003283', 'NC_003284', 'NC_001328']
T01054	cbr	Caenorhabditis briggsae	Eukaryotes;Animals;Nematodes	6238	[]	[]
T01050	bmy	Brugia malayi (filaria)	Eukaryotes;Animals;Nematodes	6279	[]	[]
T02664	loa	Loa loa (eye worm)	Eukaryotes;Animals;Nematodes	7209	[]	[]
T04867	nai	Necator americanus	Eukaryotes;Animals;Nematodes	51031	[]	[]
T01609	tsp	Trichinella spiralis	Eukaryotes;Animals;Nematodes	6334	[]	[]
T03272	hro	Helobdella robusta	Eukaryotes;Animals;Annelids	6412	[]	[]
T03273	lgi	Lottia gigantea (owl limpet)	Eukaryotes;Animals;Mollusks	225164	[]	[]
T05881	pcan	Pomacea canaliculata (golden apple snail)	Eukaryotes;Animals;Mollusks	400727	[]	[]
T07368	bgt	Biomphalaria glabrata (bloodfluke planorb)	Eukaryotes;Animals;Mollusks	6526	[]	[]
T07458	gae	Gigantopelta aegis	Eukaryotes;Animals;Mollusks	1735272	[]	[]
T07893	hrf	Haliotis rufescens (red abalone)	Eukaryotes;Animals;Mollusks	6454	[]	[]
T07967	hrj	Haliotis rubra (blacklip abalone)	Eukaryotes;Animals;Mollusks	36100	[]	[]
T03920	crg	Crassostrea gigas (Pacific oyster)	Eukaryotes;Animals;Mollusks	29159	[]	[]
T05079	myi	Mizuhopecten yessoensis (Yesso scallop)	Eukaryotes;Animals;Mollusks	6573	[]	[]
T07399	pmax	Pecten maximus	Eukaryotes;Animals;Mollusks	6579	[]	[]
T07835	mmer	Mercenaria mercenaria (northern quahog)	Eukaryotes;Animals;Mollusks	6596	[]	[]
T04127	obi	Octopus bimaculoides	Eukaryotes;Animals;Mollusks	37653	[]	[]
T07665	osn	Octopus sinensis (East Asian common octopus)	Eukaryotes;Animals;Mollusks	2607531	[]	[]
T04921	lak	Lingula anatina	Eukaryotes;Animals;Brachiopodas	7574	[]	[]
T01095	smm	Schistosoma mansoni	Eukaryotes;Animals;Flatworms	6183	[]	[]
T05004	shx	Schistosoma haematobium	Eukaryotes;Animals;Flatworms	6185	[]	[]
T04902	ovi	Opisthorchis viverrini	Eukaryotes;Animals;Flatworms	6198	[]	[]
T05553	egl	Echinococcus granulosus	Eukaryotes;Animals;Flatworms	6210	[]	[]
T01037	nve	Nematostella vectensis (starlet sea anemone)	Eukaryotes;Animals;Cnidarians	45351	[]	[]
T05080	epa	Exaiptasia diaphana	Eukaryotes;Animals;Cnidarians	2652724	[]	[]
T07455	aten	Actinia tenebrosa (Australian red waratah sea anemone)	Eukaryotes;Animals;Cnidarians	6105	[]	[]
T04352	adf	Acropora digitifera (stony coral)	Eukaryotes;Animals;Cnidarians	70779	[]	[]
T06134	amil	Acropora millepora	Eukaryotes;Animals;Cnidarians	45264	[]	[]
T05773	pdam	Pocillopora damicornis (lace coral)	Eukaryotes;Animals;Cnidarians	46731	[]	[]
T05774	spis	Stylophora pistillata	Eukaryotes;Animals;Cnidarians	50429	[]	[]
T06112	dgt	Dendronephthya gigantea (soft corals)	Eukaryotes;Animals;Cnidarians	151771	[]	[]
T08024	xen	Xenia sp. Carnegie-2017	Eukaryotes;Animals;Cnidarians	2897299	[]	[]
T01080	hmg	Hydra vulgaris	Eukaryotes;Animals;Cnidarians	6087	[]	[]
T01069	tad	Trichoplax adhaerens	Eukaryotes;Animals;Placozoans	10228	[]	[]
T02284	aqu	Amphimedon queenslandica (sponge)	Eukaryotes;Animals;Poriferans	400682	[]	[]
T00041	ath	Arabidopsis thaliana (thale cress)	Eukaryotes;Plants;Eudicots;Mustard family	3702	['CP002684', 'CP002685', 'CP002686', 'CP002687', 'CP002688', 'AP000423', 'BK010421']	['NC_003070', 'NC_003071', 'NC_003074', 'NC_003075', 'NC_003076', 'NC_000932', 'NC_037304']
T01578	aly	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes;Plants;Eudicots;Mustard family	81972	[]	[]
T02984	crb	Capsella rubella	Eukaryotes;Plants;Eudicots;Mustard family	81985	[]	[]
T05044	csat	Camelina sativa (false flax)	Eukaryotes;Plants;Eudicots;Mustard family	90675	[]	[]
T02985	eus	Eutrema salsugineum	Eukaryotes;Plants;Eudicots;Mustard family	72664	[]	[]
T03449	brp	Brassica rapa (field mustard)	Eukaryotes;Plants;Eudicots;Mustard family	3711	[]	[]
T04128	bna	Brassica napus (rape)	Eukaryotes;Plants;Eudicots;Mustard family	3708	[]	[]
T04124	boe	Brassica oleracea (wild cabbage)	Eukaryotes;Plants;Eudicots;Mustard family	109376	[]	[]
T06014	rsz	Raphanus sativus (radish)	Eukaryotes;Plants;Eudicots;Mustard family	3726	[]	[]
T04125	thj	Tarenaya hassleriana (spider flower)	Eukaryotes;Plants;Eudicots;Caper family	28532	[]	[]
T05151	cpap	Carica papaya (papaya)	Eukaryotes;Plants;Eudicots;Papaya family	3649	[]	[]
T02983	cit	Citrus sinensis (Valencia orange)	Eukaryotes;Plants;Eudicots;Rue family	2711	[]	[]
T02982	cic	Citrus clementina (mandarin orange)	Eukaryotes;Plants;Eudicots;Rue family	85681	[]	[]
T07386	pvy	Pistacia vera (pistachio)	Eukaryotes;Plants;Eudicots;Sumac family	55513	[]	[]
T07684	minc	Mangifera indica (mango)	Eukaryotes;Plants;Eudicots;Sumac family	29780	[]	[]
T02994	tcc	Theobroma cacao (cacao)	Eukaryotes;Plants;Eudicots;Mallow family	3641	[]	[]
T04129	gra	Gossypium raimondii	Eukaryotes;Plants;Eudicots;Mallow family	29730	[]	[]
T04793	ghi	Gossypium hirsutum (upland cotton)	Eukaryotes;Plants;Eudicots;Mallow family	3635	[]	[]
T05776	gab	Gossypium arboreum	Eukaryotes;Plants;Eudicots;Mallow family	29729	[]	[]
T05242	dzi	Durio zibethinus (durian)	Eukaryotes;Plants;Eudicots;Mallow family	66656	[]	[]
T03547	egr	Eucalyptus grandis (rose gum)	Eukaryotes;Plants;Eudicots;Myrtle family	71139	[]	[]
T01710	gmx	Glycine max (soybean)	Eukaryotes;Plants;Eudicots;Pea family	3847	[]	[]
T06057	gsj	Glycine soja (wild soybean)	Eukaryotes;Plants;Eudicots;Pea family	3848	[]	[]
T03093	pvu	Phaseolus vulgaris (common bean)	Eukaryotes;Plants;Eudicots;Pea family	3885	[]	[]
T04126	vra	Vigna radiata (mung bean)	Eukaryotes;Plants;Eudicots;Pea family	3916	[]	[]
T04660	var	Vigna angularis (adzuki bean)	Eukaryotes;Plants;Eudicots;Pea family	3914	[]	[]
T06017	vun	Vigna unguiculata (cowpea)	Eukaryotes;Plants;Eudicots;Pea family	3917	[]	[]
T04868	ccaj	Cajanus cajan (pigeon pea)	Eukaryotes;Plants;Eudicots;Pea family	3821	[]	[]
T07330	aprc	Abrus precatorius (Indian licorice)	Eukaryotes;Plants;Eudicots;Pea family	3816	[]	[]
T01716	mtr	Medicago truncatula (barrel medic)	Eukaryotes;Plants;Eudicots;Pea family	3880	[]	[]
T02819	cam	Cicer arietinum (chickpea)	Eukaryotes;Plants;Eudicots;Pea family	3827	[]	[]
T04348	lja	Lotus japonicus	Eukaryotes;Plants;Eudicots;Pea family	34305	[]	[]
T04300	adu	Arachis duranensis	Eukaryotes;Plants;Eudicots;Pea family	130453	[]	[]
T04301	aip	Arachis ipaensis	Eukaryotes;Plants;Eudicots;Pea family	130454	[]	[]
T07294	ahf	Arachis hypogaea (peanut)	Eukaryotes;Plants;Eudicots;Pea family	3818	[]	[]
T04664	lang	Lupinus angustifolius (narrow-leaved blue lupine)	Eukaryotes;Plants;Eudicots;Pea family	3871	[]	[]
T02666	fve	Fragaria vesca (woodland strawberry)	Eukaryotes;Plants;Eudicots;Rose family	101020	[]	[]
T06020	rcn	Rosa chinensis (China rose)	Eukaryotes;Plants;Eudicots;Rose family	74649	[]	[]
T03092	pper	Prunus persica (peach)	Eukaryotes;Plants;Eudicots;Rose family	3760	[]	[]
T03196	pmum	Prunus mume (Japanese apricot)	Eukaryotes;Plants;Eudicots;Rose family	102107	[]	[]
T05161	pavi	Prunus avium (sweet cherry)	Eukaryotes;Plants;Eudicots;Rose family	42229	[]	[]
T07328	pdul	Prunus dulcis (almond)	Eukaryotes;Plants;Eudicots;Rose family	3755	[]	[]
T03194	mdm	Malus domestica (apple)	Eukaryotes;Plants;Eudicots;Rose family	3750	[]	[]
T03446	pxb	Pyrus x bretschneideri (Chinese white pear)	Eukaryotes;Plants;Eudicots;Rose family	225117	[]	[]
T04794	zju	Ziziphus jujuba (Chinese jujube)	Eukaryotes;Plants;Eudicots;Buckthorn family	326968	[]	[]
T07292	mnt	Morus notabilis	Eukaryotes;Plants;Eudicots;Mulberry family	981085	[]	[]
T02486	csv	Cucumis sativus (cucumber)	Eukaryotes;Plants;Eudicots;Cucumber family	3659	[]	[]
T03195	cmo	Cucumis melo (muskmelon)	Eukaryotes;Plants;Eudicots;Cucumber family	3656	[]	[]
T07258	bhj	Benincasa hispida (wax gourd)	Eukaryotes;Plants;Eudicots;Cucumber family	102211	[]	[]
T05045	mcha	Momordica charantia (bitter melon)	Eukaryotes;Plants;Eudicots;Cucumber family	3673	[]	[]
T05246	cmax	Cucurbita maxima (winter squash)	Eukaryotes;Plants;Eudicots;Cucumber family	3661	[]	[]
T05248	cmos	Cucurbita moschata (crookneck pumpkin)	Eukaryotes;Plants;Eudicots;Cucumber family	3662	[]	[]
T05351	cpep	Cucurbita pepo subsp. pepo (vegetable marrow)	Eukaryotes;Plants;Eudicots;Cucumber family	3664	[]	[]
